movie,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
34334,,,,,,,,,,,,,,,1.5,,,,,,
34405,,,,,,,,,,,,,,,0.5,,,,,,
34542,,,,,,,,,,,,,,,3.5,,,,,,
35957,,,,,,,,,,,,,,,2.5,,,,,,
36517,,,,,,,,,,,,,,,1.5,,,,,,
36529,,,,,,,,,,,,,,,1.0,,,,,,
37386,,,,,,,,,,,,,,,2.0,,,,,,
37729,,,,,,,,,,,,,,,2.0,,,,,,
37741,,,,,,,,,,,,,,,2.5,,,,,,
38061,,,,,,,,,,,,,,,4.5,,,,,,
38886,,,,,,,,,,,,,,,1.5,,,,,,
39292,,,,,,,,,,,,,,,4.5,,,,,,
40815,,,,,,,,,,,,,,,1.5,,,,,,
41997,,,,,,,,,,,,,,,2.5,,,,,,
42718,,,,,,,,,,,,,,,4.5,,,,,,
44195,,,,,,,,,,,,,,,2.0,,,,,,
44199,,,,,,,,,,,,,,,4.0,,,,,,
44555,,,,,,,,,,,,,,,1.0,,,,,,
44597,,,,,,,,,,,,,,,2.5,,,,,,
44665,,,,,,,,,,,,,,,1.0,,,,,,
44761,,,,,,,,,,,,,,,1.5,,,,,,
44788,,,,,,,,,,,,,,,4.0,,,,,,
45186,,,,,,,,,,,,,,,2.5,,,,,,
45447,,,,,,,,,,,,,,,1.0,,,,,,
45499,,,,,,,,,,,,,,,2.5,,,,,,
45517,,,,,,,,,,,,,,,0.5,,,,,,
45666,,,,,,,,,,,,,,,4.0,,,,,,
45672,,,,,,,,,,,,,,,1.5,,,,,,
45720,,,,,,,,,,,,,,,1.5,,,,,,
45722,,,,,,,,,,,,,,,2.0,,,,,,
45728,,,,,,,,,,,,,,,0.5,,,,,,
45950,,,,,,,,,,,,,,,3.0,,,,,,
46530,,,,,,,,,,,,,,,0.5,,,,,,
46578,,,,,,,,,,,,,,,1.0,,,,,,
46723,,,,,,,,,,,,,,,2.0,,,,,,
46970,,,,,,,,,,,,,,,2.0,,,,,,
46972,,,,,,,,,,,,,,,3.5,,,,,,
46976,,,,,,,,,,,,,,,3.5,,,,,,
47610,,,,,,,,,,,,,,,1.5,,,,,,
47999,,,,,,,,,,,,,,,2.5,,,,,,
48043,,,,,,,,,,,,,,,0.5,,,,,,
48082,,,,,,,,,,,,,,,1.0,,,,,,
48394,,,,,,,,,,,,,,,1.5,,,,,,
48774,,,,,,,,,,,,,,,4.0,,,,,,
48780,,,,,,,,,,,,,,,4.0,,,,,,
49272,,,,,,,,,,,,,,,4.0,,,,,,
49278,,,,,,,,,,,,,,,2.5,,,,,,
49286,,,,,,,,,,,,,,,2.5,,,,,,
50851,,,,,,,,,,,,,,,3.5,,,,,,
50872,,,,,,,,,,,,,,,3.5,,,,,,
51080,,,,,,,,,,,,,,,4.5,,,,,,
51255,,,,,,,,,,,,,,,1.5,,,,,,
51540,,,,,,,,,,,,,,,5.0,,,,,,
51662,,,,,,,,,,,,,,,2.0,,,,,,
52245,,,,,,,,,,,,,,,1.5,,,,,,
52328,,,,,,,,,,,,,,,1.5,,,,,,
52604,,,,,,,,,,,,,,,2.0,,,,,,
52722,,,,,,,,,,,,,,,1.5,,,,,,
52973,,,,,,,,,,,,,,,3.5,,,,,,
53322,,,,,,,,,,,,,,,3.5,,,,,,
53464,,,,,,,,,,,,,,,1.5,,,,,,
53894,,,,,,,,,,,,,,,2.5,,,,,,
53972,,,,,,,,,,,,,,,3.0,,,,,,
53996,,,,,,,,,,,,,,,4.0,,,,,,
54001,,,,,,,,,,,,,,,2.0,,,,,,
54272,,,,,,,,,,,,,,,1.0,,,,,,
54372,,,,,,,,,,,,,,,4.5,,,,,,
54503,,,,,,,,,,,,,,,3.5,,,,,,
54881,,,,,,,,,,,,,,,4.5,,,,,,
55247,,,,,,,,,,,,,,,1.0,,,,,,
55269,,,,,,,,,,,,,,,1.0,,,,,,
55276,,,,,,,,,,,,,,,3.5,,,,,,
55442,,,,,,,,,,,,,,,2.5,,,,,,
55765,,,,,,,,,,,,,,,2.0,,,,,,
55820,,,,,,,,,,,,,,,2.0,,,,,,
55830,,,,,,,,,,,,,,,2.5,,,,,,
56174,,,,,,,,,,,,,,,1.0,,,,,,
56367,,,,,,,,,,,,,,,2.0,,,,,,
56563,,,,,,,,,,,,,,,4.0,,,,,,
56775,,,,,,,,,,,,,,,3.0,,,,,,
56782,,,,,,,,,,,,,,,1.0,,,,,,
57368,,,,,,,,,,,,,,,1.5,,,,,,
57640,,,,,,,,,,,,,,,4.0,,,,,,
57669,,,,,,,,,,,,,,,1.5,,,,,,
58025,,,,,,,,,,,,,,,1.0,,,,,,
58998,,,,,,,,,,,,,,,1.5,,,,,,
59126,,,,,,,,,,,,,,,4.0,,,,,,
59315,,,,,,,,,,,,,,,4.5,,,,,,
59369,,,,,,,,,,,,,,,2.5,,,,,,
59519,,,,,,,,,,,,,,,3.5,,,,,,
59615,,,,,,,,,,,,,,,1.0,,,,,,
59784,,,,,,,,,,,,,,,3.5,,,,,4.0,
59900,,,,,,,,,,,,,,,1.5,,,,,,
60037,,,,,,,,,,,,,,,0.5,,,,,,
60040,,,,,,,,,,,,,,,3.0,,,,,,
60069,,,,,,,,,,,,,,,4.5,,,,,,
60072,,,,,,,,,,,,,,,1.0,,,,,,
60074,,,,,,,,,,,,,,,1.0,,,,,,
60126,,,,,,,,,,,,,,,1.0,,,,,,
60295,,,,,,,,,,,,,,,3.5,,,,,,
60684,,,,,,,,,,,,,,,4.0,,,,,,
60766,,,,,,,,,,,,,,,3.5,,,,,,
61024,,,,,,,,,,,,,,,1.0,,,,,,
61132,,,,,,,,,,,,,,,2.0,,,,,,
61323,,,,,,,,,,,,,,,1.0,,,,,,
61394,,,,,,,,,,,,,,,2.0,,,,,,
62374,,,,,,,,,,,,,,,3.5,,,,,,
62434,,,,,,,,,,,,,,,3.5,,,,,,
62511,,,,,,,,,,,,,,,4.5,,,,,,
63082,,,,,,,,,,,,,,,0.5,,,,,,
63113,,,,,,,,,,,,,,,3.5,,,,,,
63131,,,,,,,,,,,,,,,2.0,,,,,,
63859,,,,,,,,,,,,,,,3.0,,,,,,
64620,,,,,,,,,,,,,,,2.0,,,,,,
64839,,,,,,,,,,,,,,,1.0,,,,,,
64957,,,,,,,,,,,,,,,1.5,,,,,,
65642,,,,,,,,,,,,,,,4.5,,,,,,
65802,,,,,,,,,,,,,,,0.5,,,,,,
66097,,,,,,,,,,,,,,,3.0,,,,,,
66130,,,,,,,,,,,,,,,1.5,,,,,,
66203,,,,,,,,,,,,,,,1.0,,,,,,
66596,,,,,,,,,,,,,,,1.5,,,,,,
66665,,,,,,,,,,,,,,,3.0,,,,,,
66934,,,,,,,,,,,,,,,0.5,,,,,,
67087,,,,,,,,,,,,,,,1.5,,,,,,
67193,,,,,,,,,,,,,,,1.5,,,,,,
67665,,,,,,,,,,,,,,,3.5,,,,,,
67734,,,,,,,,,,,,,,,1.5,,,,,,
67997,,,,,,,,,,,,,,,4.0,,,,,,
68157,,,,,,,,,,,,,,,3.0,,,,,,
68159,,,,,,,,,,,,,,,4.0,,,,,,
68237,,,,,,,,,,,,,,,3.5,,,,,,
68319,,,,,,,,,,,,,,,2.0,,,,,,
68324,,,,,,,,,,,,,,,1.0,,,,,,
68358,,,,,,,,,,,,,,,4.5,,,,,,
68791,,,,,,,,,,,,,,,4.0,,,,,,
68793,,,,,,,,,,,,,,,3.0,,,,,,
68954,,,,,,,,,,,,,,,2.0,,,,,,
69122,,,,,,,,,,,,,,,1.0,,,,,,
69306,,,,,,,,,,,,,,,2.0,,,,,,
69406,,,,,,,,,,,,,,,1.0,,,,,,
69436,,,,,,,,,,,,,,,0.5,,,,,,
69481,,,,,,,,,,,,,,,4.5,,,,,,
69524,,,,,,,,,,,,,,,4.0,,,,,,
69526,,,,,,,,,,,,,,,3.0,,,,,,
70286,,,,,,,,,,,,,,,5.0,,,,,,
70293,,,,,,,,,,,,,,,3.5,,,,,,
70336,,,,,,,,,,,,,,,4.5,,,,,,
70697,,,,,,,,,,,,,,,2.5,,,,,,
70862,,,,,,,,,,,,,,,2.5,,,,,,
71264,,,,,,,,,,,,,,,1.5,,,,,,
71282,,,,,,,,,,,,,,,2.5,,,,,,
71462,,,,,,,,,,,,,,,3.0,,,,,,
71464,,,,,,,,,,,,,,,2.0,,,,,,
71535,,,,,,,,,,,,,,,1.0,,,,,,
71838,,,,,,,,,,,,,,,2.0,,,,,,
72011,,,,,,,,,,,,,,,2.5,,,,,,
72226,,,,,,,,,,,,,,,1.5,,,,,,
72378,,,,,,,,,,,,,,,1.0,,,,,,
72998,,,,,,,,,,,,,,,4.0,,,,,,
73017,,,,,,,,,,,,,,,1.0,,,,,,
73344,,,,,,,,,,,,,,,3.5,,,,,,
74458,,,,,,,,,,,,,,,0.5,,,,,,
74649,,,,,,,,,,,,,,,4.0,,,,,,
74795,,,,,,,,,,,,,,,1.5,,,,,,
74851,,,,,,,,,,,,,,,0.5,,,,,,
76077,,,,,,,,,,,,,,,2.0,,,,,,
76093,,,,,,,,,,,,,,,4.0,,,,,,
76251,,,,,,,,,,,,,,,3.0,,,,,,
76293,,,,,,,,,,,,,,,3.0,,,,,,
76738,,,,,,,,,,,,,,,2.5,,,,,,
77364,,,,,,,,,,,,,,,2.5,,,,,,
77561,,,,,,,,,,,,,,,1.0,,,,,,
78209,,,,,,,,,,,,,,,3.0,,,,,,
78469,,,,,,,,,,,,,,,3.0,,,,,,
78574,,,,,,,,,,,,,,,4.5,,,,,,
79057,,,,,,,,,,,,,,,2.5,,,,,,
79185,,,,,,,,,,,,,,,2.5,,,,,,
79242,,,,,,,,,,,,,,,2.5,,,,,,
79293,,,,,,,,,,,,,,,1.5,,,,,,
79428,,,,,,,,,,,,,,,1.0,,,,,,
79695,,,,,,,,,,,,,,,0.5,,,,,,
79702,,,,,,,,,,,,,,,1.5,,,,,,
80126,,,,,,,,,,,,,,,1.0,,,,,,
80185,,,,,,,,,,,,,,,3.0,,,,,,
80463,,,,,,,,,,,,,,,2.0,,,,,,
80862,,,,,,,,,,,,,,,2.5,,,,,,
81191,,,,,,,,,,,,,,,3.0,,,,,,
81229,,,,,,,,,,,,,,,3.5,,,,,,
81591,,,,,,,,,,,,,,,1.0,,,,,,
81782,,,,,,,,,,,,,,,3.0,,,,,,
81845,,,,,,,,,,,,,,,3.0,,,,,,
81847,,,,,,,,,,,,,,,1.0,,,,,,
81932,,,,,,,,,,,,,,,3.0,,,,,,
82461,,,,,,,,,,,,,,,3.0,,,,,,
82854,,,,,,,,,,,,,,,0.5,,,,,,
83270,,,,,,,,,,,,,,,1.0,,,,,,
83293,,,,,,,,,,,,,,,3.5,,,,,,
83349,,,,,,,,,,,,,,,1.0,,,,,,
83613,,,,,,,,,,,,,,,0.5,,,,,,
83827,,,,,,,,,,,,,,,4.0,,,,,,
84152,,,,,,,,,,,,,,,3.0,,,,,,
84374,,,,,,,,,,,,,,,2.5,,,,,,
84392,,,,,,,,,,,,,,,2.5,,,,,,
84954,,,,,,,,,,,,,,,1.0,,,,,,
85414,,,,,,,,,,,,,,,4.0,,,,,,
85774,,,,,,,,,,,,,,,4.0,,,,,,
86190,,,,,,,,,,,,,,,1.5,,,,,,
86332,,,,,,,,,,,,,,,1.0,,,,,,
86644,,,,,,,,,,,,,,,1.5,,,,,,
86781,,,,,,,,,,,,,,,5.0,,,,,,
86833,,,,,,,,,,,,,,,4.0,,,,,,
86882,,,,,,,,,,,,,,,2.5,,,,,,
86898,,,,,,,,,,,,,,,3.5,,,,,,
86911,,,,,,,,,,,,,,,0.5,,,,,,
87222,,,,,,,,,,,,,,,4.0,,,,,,
87232,,,,,,,,,,,,,,,1.5,,,,,,
87304,,,,,,,,,,,,,,,0.5,,,,,,
87306,,,,,,,,,,,,,,,1.0,,,,,,
87430,,,,,,,,,,,,,,,0.5,,,,,,
87485,,,,,,,,,,,,,,,1.0,,,,,,
87520,,,,,,,,,,,,,,,4.5,,,,,,
87869,,,,,,,,,,,,,,,2.5,,,,,,
87930,,,,,,,,,,,,,,,2.0,,,,,,
88140,,,,,,,,,,,,,,,1.0,,,,,,
88163,,,,,,,,,,,,,,,3.5,,,,,,
88356,,,,,,,,,,,,,,,1.5,,,,,,
88744,,,,,,,,,,,,,,,4.5,,,,,,
88950,,,,,,,,,,,,,,,0.5,,,,,,
89090,,,,,,,,,,,,,,,1.5,,,,,,
89337,,,,,,,,,,,,,,,3.0,,,,,,
89470,,,,,,,,,,,,,,,1.5,,,,,,
89492,,,,,,,,,,,,,,,5.0,,,,,,
89745,,,,,,,,,,,,,,,3.0,,,,,,
89840,,,,,,,,,,,,,,,1.0,,,,,,
90249,,,,,,,,,,,,,,,3.5,,,,,,
90266,,,,,,,,,,,,,,,2.5,,,,,,
90428,,,,,,,,,,,,,,,4.5,,,,,,
90439,,,,,,,,,,,,,,,0.5,,,,,,
90531,,,,,,,,,,,,,,,4.0,,,,,,
90600,,,,,,,,,,,,,,,3.5,,,,,,
90603,,,,,,,,,,,,,,,2.5,,,,,,
90647,,,,,,,,,,,,,,,3.0,,,,,,
90746,,,,,,,,,,,,,,,1.5,,,,,,
90866,,,,,,,,,,,,,,,1.0,,,,,,
90870,,,,,,,,,,,,,,,0.5,,,,,,
91505,,,,,,,,,,,,,,,1.0,,,,,,
91535,,,,,,,,,,,,,,,2.0,,,,,,
91542,,,,,,,,,,,,,,,1.0,,,,,,
91630,,,,,,,,,,,,,,,2.5,,,,,,
91653,,,,,,,,,,,,,,,4.5,,,,,,
91658,,,,,,,,,,,,,,,4.0,,,,,,
91842,,,,,,,,,,,,,,,3.0,,,,,,
91869,,,,,,,,,,,,,,,3.0,,,,,,
92420,,,,,,,,,,,,,,,1.5,,,,,,
92507,,,,,,,,,,,,,,,2.5,,,,,,
93326,,,,,,,,,,,,,,,1.0,,,,,,
93510,,,,,,,,,,,,,,,3.0,,,,,,
93721,,,,,,,,,,,,,,,2.0,,,,,,
93831,,,,,,,,,,,,,,,2.5,,,,,,
93840,,,,,,,,,,,,,,,3.5,,,,,,
94015,,,,,,,,,,,,,,,1.0,,,,,,
94018,,,,,,,,,,,,,,,1.0,,,,,,
94478,,,,,,,,,,,,,,,1.0,,,,,,
94677,,,,,,,,,,,,,,,4.0,,,,,,
94777,,,,,,,,,,,,,,,2.5,,,,,,
94780,,,,,,,,,,,,,,,1.5,,,,,,
94833,,,,,,,,,,,,,,,1.5,,,,,,
94864,,,,,,,,,,,,,,,1.5,,,,,,
94959,,,,,,,,,,,,,,,1.0,,,,,,
95105,,,,,,,,,,,,,,,1.0,,,,,,
95167,,,,,,,,,,,,,,,1.0,,,,,,
95199,,,,,,,,,,,,,,,0.5,,,,,,
95311,,,,,,,,,,,,,,,1.5,,,,,,
95443,,,,,,,,,,,,,,,0.5,,,,,,
95510,,,,,,,,,,,,,,,3.5,,,,,,
95558,,,,,,,,,,,,,,,1.0,,,,,,
95875,,,,,,,,,,,,,,,1.5,,,,,,
96150,,,,,,,,,,,,,,,2.0,,,,,,
96488,,,,,,,,,,,,,,,3.5,,,,,,
96610,,,,,,,,,,,,,,,1.5,,,,,,
96667,,,,,,,,,,,,,,,2.5,,,,,,
96737,,,,,,,,,,,,,,,2.5,,,,,,
97304,,,,,,,,,,,,,,,2.5,,,,,,
97393,,,,,,,,,,,,,,,3.5,,,,,,
97866,,,,,,,,,,,,,,,3.5,,,,,,
97913,,,,,,,,,,,,,,,2.5,,,,,,
97923,,,,,,,,,,,,,,,3.0,,,,,,
98122,,,,,,,,,,,,,,,0.5,,,,,,
98154,,,,,,,,,,,,,,,0.5,,,,,,
98809,,,,,,,,,,,,,,,0.5,,,,,,
98961,,,,,,,,,,,,,,,3.0,,,,,,
99007,,,,,,,,,,,,,,,1.0,,,,,,
99112,,,,,,,,,,,,,,,3.5,,,,,,
99114,,,,,,,,,,,,,,,1.5,,,,,,
99149,,,,,,,,,,,,,,,1.0,,,,,,
99468,,,,,,,,,,,,,,,2.5,,,,,,
99811,,,,,,,,,,,,,,,4.0,,,,,,
100032,,,,,,,,,,,,,,,2.0,,,,,,
100083,,,,,,,,,,,,,,,0.5,,,,,,
100365,,,,,,,,,,,,,,,2.5,,,,,,
100383,,,,,,,,,,,,,,,1.0,,,,,,
100517,,,,,,,,,,,,,,,3.0,,,,,,
100556,,,,,,,,,,,,,,,4.0,,,,,,
100581,,,,,,,,,,,,,,,1.5,,,,,,
100714,,,,,,,,,,,,,,,3.0,,,,,,
100745,,,,,,,,,,,,,,,1.0,,,,,,
101076,,,,,,,,,,,,,,,3.0,,,,,,
101112,,,,,,,,,,,,,,,0.5,,,,,,
101362,,,,,,,,,,,,,,,3.0,,,,,,
101864,,,,,,,,,,,,,,,3.5,,,,,,
101895,,,,,,,,,,,,,,,1.0,,,,,,
102123,,,,,,,,,,,,,,,1.5,,,,,,
102125,,,,,,,,,,,,,,,2.0,,,,,,
102445,,,,,,,,,,,,,,,3.0,,,,,,
102800,,,,,,,,,,,,,,,2.5,,,,,,
102880,,,,,,,,,,,,,,,0.5,,,,,,
102903,,,,,,,,,,,,,,,1.0,,,,,,
103042,,,,,,,,,,,,,,,2.5,,,,,,
103228,,,,,,,,,,,,,,,5.0,,,,,,
103249,,,,,,,,,,,,,,,0.5,,,,,,
103253,,,,,,,,,,,,,,,1.0,,,,,,
103372,,,,,,,,,,,,,,,1.0,,,,,,
103810,,,,,,,,,,,,,,,1.5,,,,,,
104211,,,,,,,,,,,,,,,3.5,,,,,,
104241,,,,,,,,,,,,,,,1.0,,,,,,
104272,,,,,,,,,,,,,,,3.0,,,,,,
104726,,,,,,,,,,,,,,,3.0,,,,,,
104879,,,,,,,,,,,,,,,4.0,,,,,,
105504,,,,,,,,,,,,,,,3.5,,,,,,
106072,,,,,,,,,,,,,,,2.0,,,,,,
106111,,,,,,,,,,,,,,,1.0,,,,,,
106332,,,,,,,,,,,,,,,3.5,,,,,,
106489,,,,,,,,,,,,,,,2.0,,,,,,
106782,,,,,,,,,,,,,,,3.5,,,,,,
106916,,,,,,,,,,,,,,,1.5,,,,,,
106920,,,,,,,,,,,,,,,4.5,,,,,,
107348,,,,,,,,,,,,,,,0.5,,,,,,
107406,,,,,,,,,,,,,,,4.0,,,,,,
107910,,,,,,,,,,,,,,,4.5,,,,,,
108188,,,,,,,,,,,,,,,2.0,,,,,,
108190,,,,,,,,,,,,,,,0.5,,,,,,
108689,,,,,,,,,,,,,,,0.5,,,,,,
108729,,,,,,,,,,,,,,,1.0,,,,,,
108932,,,,,,,,,,,,,,,1.5,,,,,,
108945,,,,,,,,,,,,,,,1.0,,,,,,
109187,,,,,,,,,,,,,,,0.5,,,,,,
109374,,,,,,,,,,,,,,,1.0,,,,,,
109487,,,,,,,,,,,,,,,3.5,,,,,,
109673,,,,,,,,,,,,,,,1.5,,,,,,
109687,,,,,,,,,,,,,,,2.5,,,,,,
109848,,,,,,,,,,,,,,,3.0,,,,,,
110102,,,,,,,,,,,,,,,4.0,,,,,,
110127,,,,,,,,,,,,,,,0.5,,,,,,
110553,,,,,,,,,,,,,,,0.5,,,,,,
110730,,,,,,,,,,,,,,,1.0,,,,,,
110771,,,,,,,,,,,,,,,2.0,,,,,,
111228,,,,,,,,,,,,,,,2.5,,,,,,
111360,,,,,,,,,,,,,,,1.0,,,,,,
111362,,,,,,,,,,,,,,,3.5,,,,,,
111364,,,,,,,,,,,,,,,4.0,,,,,,
111443,,,,,,,,,,,,,,,4.0,,,,,,
111622,,,,,,,,,,,,,,,4.5,,,,,,
111759,,,,,,,,,,,,,,,4.5,,,,,,
111781,,,,,,,,,,,,,,,4.5,,,,,,
112138,,,,,,,,,,,,,,,3.5,,,,,,
112171,,,,,,,,,,,,,,,2.5,,,,,,
112183,,,,,,,,,,,,,,,2.0,,,,,,
112370,,,,,,,,,,,,,,,3.5,,,,,,
112552,,,,,,,,,,,,,,,1.5,,,,,,
112556,,,,,,,,,,,,,,,4.5,,,,,,
112623,,,,,,,,,,,,,,,4.0,,,,,,
112788,,,,,,,,,,,,,,,1.0,,,,,,
112852,,,,,,,,,,,,,,,4.5,,,,,,
112940,,,,,,,,,,,,,,,1.5,,,,,,
113345,,,,,,,,,,,,,,,0.5,,,,,,
113348,,,,,,,,,,,,,,,2.0,,,,,,
113378,,,,,,,,,,,,,,,0.5,,,,,,
113741,,,,,,,,,,,,,,,1.0,,,,,,
114180,,,,,,,,,,,,,,,1.0,,,,,,
114635,,,,,,,,,,,,,,,4.0,,,,,,
115149,,,,,,,,,,,,,,,4.0,,,,,,
115502,,,,,,,,,,,,,,,3.5,,,,,,
115569,,,,,,,,,,,,,,,5.0,,,,,,
115617,,,,,,,,,,,,,,,1.5,,,,,,
115713,,,,,,,,,,,,,,,3.5,,,,,,
116161,,,,,,,,,,,,,,,1.0,,,,,,
116797,,,,,,,,,,,,,,,0.5,,,,,,
116799,,,,,,,,,,,,,,,0.5,,,,,,
116823,,,,,,,,,,,,,,,0.5,,,,,,
116897,,,,,,,,,,,,,,,4.5,,,,,,
117176,,,,,,,,,,,,,,,1.0,,,,,,
117529,,,,,,,,,,,,,,,4.0,,,,,,
117533,,,,,,,,,,,,,,,3.5,,,,,,
118696,,,,,,,,,,,,,,,1.5,,,,,,
119141,,,,,,,,,,,,,,,2.0,,,,,,
119145,,,,,,,,,,,,,,,1.5,,,,,,
120466,,,,,,,,,,,,,,,1.5,,,,,,
120799,,,,,,,,,,,,,,,3.0,,,,,,
121171,,,,,,,,,,,,,,,3.0,,,,,,
121231,,,,,,,,,,,,,,,4.5,,,,,,
122882,,,,,,,,,,,,,,,1.0,,,,,,
122886,,,,,,,,,,,,,,,3.5,,,,,,
122890,,,,,,,,,,,,,,,3.0,,,,,,
122892,,,,,,,,,,,,,,,3.0,,,,,,
122900,,,,,,,,,,,,,,,3.0,,,,,,
122902,,,,,,,,,,,,,,,0.5,,,,,,
122904,,,,,,,,,,,,,,,1.0,,,,,,
122920,,,,,,,,,,,,,,,3.0,,,,,,
122924,,,,,,,,,,,,,,,2.5,,,,,,
127136,,,,,,,,,,,,,,,1.0,,,,,,
128360,,,,,,,,,,,,,,,2.5,,,,,,
129937,,,,,,,,,,,,,,,1.5,,,,,,
130452,,,,,,,,,,,,,,,2.0,,,,,,
130490,,,,,,,,,,,,,,,0.5,,,,,,
130576,,,,,,,,,,,,,,,2.0,,,,,,
130634,,,,,,,,,,,,,,,2.0,,,,,,
131013,,,,,,,,,,,,,,,3.0,,,,,,
132046,,,,,,,,,,,,,,,0.5,,,,,,
132480,,,,,,,,,,,,,,,3.0,,,,,,
132796,,,,,,,,,,,,,,,3.0,,,,,,
132961,,,,,,,,,,,,,,,3.0,,,,,,
134130,,,,,,,,,,,,,,,3.5,,,,,,
134368,,,,,,,,,,,,,,,4.5,,,,,,
134393,,,,,,,,,,,,,,,4.0,,,,,,
134853,,,,,,,,,,,,,,,1.0,,,,,,
135133,,,,,,,,,,,,,,,0.5,,,,,,
135436,,,,,,,,,,,,,,,1.0,,,,,,
135567,,,,,,,,,,,,,,,3.0,,,,,,
135569,,,,,,,,,,,,,,,3.0,,,,,,
136020,,,,,,,,,,,,,,,3.0,,,,,,
136562,,,,,,,,,,,,,,,1.5,,,,,,
136864,,,,,,,,,,,,,,,3.0,,,,,,
137337,,,,,,,,,,,,,,,3.5,,,,,,
137857,,,,,,,,,,,,,,,3.0,,,,,,
138036,,,,,,,,,,,,,,,1.0,,,,,,
139385,,,,,,,,,,,,,,,2.5,,,,,,
139644,,,,,,,,,,,,,,,3.0,,,,,,
139757,,,,,,,,,,,,,,,3.5,,,,,,
139855,,,,,,,,,,,,,,,2.0,,,,,,
140110,,,,,,,,,,,,,,,2.5,,,,,,
140174,,,,,,,,,,,,,,,4.0,,,,,,
140267,,,,,,,,,,,,,,,4.0,,,,,,
140711,,,,,,,,,,,,,,,2.5,,,,,,
140928,,,,,,,,,,,,,,,0.5,,,,,,
142488,,,,,,,,,,,,,,,3.5,,,,,,
142507,,,,,,,,,,,,,,,3.0,,,,,,
143385,,,,,,,,,,,,,,,2.5,,,,,,
145839,,,,,,,,,,,,,,,1.0,,,,,,
145935,,,,,,,,,,,,,,,3.0,,,,,,
146656,,,,,,,,,,,,,,,3.5,,,,,,
148626,,,,,,,,,,,,,,,3.5,,,,,,
149352,,,,,,,,,,,,,,,3.0,,,,,,
149354,,,,,,,,,,,,,,,3.5,,,,,,
149406,,,,,,,,,,,,,,,4.0,,,,,,
152057,,,,,,,,,,,,,,,0.5,,,,,,
152077,,,,,,,,,,,,,,,2.0,,,,,,
152079,,,,,,,,,,,,,,,1.5,,,,,,
152081,,,,,,,,,,,,,,,3.0,,,,,,
155820,,,,,,,,,,,,,,,1.0,,,,,,
156607,,,,,,,,,,,,,,,0.5,,,,,,
156609,,,,,,,,,,,,,,,3.5,,,,,,
157200,,,,,,,,,,,,,,,1.5,,,,,,
157296,,,,,,,,,,,,,,,2.0,,,,,,
157667,,,,,,,,,,,,,,,1.5,,,,,,
158238,,,,,,,,,,,,,,,3.5,,,,,,
158528,,,,,,,,,,,,,,,3.5,,,,,,
159093,,,,,,,,,,,,,,,1.0,,,,,,
159690,,,,,,,,,,,,,,,2.0,,,,,,
159755,,,,,,,,,,,,,,,1.0,,,,,,
159858,,,,,,,,,,,,,,,4.0,,,,,,
159972,,,,,,,,,,,,,,,0.5,,,,,,
160080,,,,,,,,,,,,,,,1.0,,,,,,
160271,,,,,,,,,,,,,,,2.5,,,,,,
160563,,,,,,,,,,,,,,,1.0,,,,,,
160565,,,,,,,,,,,,,,,2.0,,,,,,
160567,,,,,,,,,,,,,,,4.0,,,,,,
161155,,,,,,,,,,,,,,,0.5,,,,,,
337,,,,,,,,,,,,,,,,4.0,,,3.0,,
4231,,,,,,,,,,,,,,,,4.5,,,,,
4772,,,,,,,,,,,,,,,,5.0,,,,,
29,,,,,,,,,,,,,,,,,4.5,,3.0,,
194,,,,,,,,,,,,,,,,,4.0,,4.0,,
348,,,,,,,,,,,,,,,,,3.5,,4.0,,
482,,,,,,,,,,,,,,,,,0.5,,2.0,,
492,,,,,,,,,,,,,,,,,5.0,,,,
714,,,,,,,,,,,,,,,,,4.5,,,,
928,,,,,,,,,,,,,,,,,4.5,,5.0,,
930,,,,,,,,,,,,,,,,,3.5,,4.0,,
942,,,,,,,,,,,,,,,,,3.5,,,,
965,,,,,,,,,,,,,,,,,3.5,,4.0,,
1104,,,,,,,,,,,,,,,,,3.5,,4.0,,
1175,,,,,,,,,,,,,,,,,4.5,,3.0,,
1232,,,,,,,,,,,,,,,,,5.0,,,,
1237,,,,,,,,,,,,,,,,,5.0,,4.0,,
1241,,,,,,,,,,,,,,,,,0.5,,,,
1245,,,,,,,,,,,,,,,,,4.0,,,,
1255,,,,,,,,,,,,,,,,,2.0,,,,
1348,,,,,,,,,,,,,,,,,5.0,,5.0,,
1570,,,,,,,,,,,,,,,,,2.5,,,,
1627,,,,,,,,,,,,,,,,,4.0,,,,
1809,,,,,,,,,,,,,,,,,3.0,,,,
2066,,,,,,,,,,,,,,,,,5.0,,,,
2067,,,,,,,,,,,,,,,,,4.5,,,,
2117,,,,,,,,,,,,,,,,,4.5,,,,
2118,,,,,,,,,,,,,,,,,4.0,,,,
2159,,,,,,,,,,,,,,,,,2.5,,,,
2204,,,,,,,,,,,,,,,,,4.5,,,,
2606,,,,,,,,,,,,,,,,,3.0,,,,
2672,,,,,,,,,,,,,,,,,3.5,,,,
2677,,,,,,,,,,,,,,,,,4.0,,,,
2892,,,,,,,,,,,,,,,,,3.5,,,,
3018,,,,,,,,,,,,,,,,,4.0,,,,
3503,,,,,,,,,,,,,,,,,4.5,,,,
3676,,,,,,,,,,,,,,,,,5.0,,,,
